Applicant Name,Date Screened by Fiber Consultant ,State,Applicant Type,Address ,FCC Form 470 Number,Lit/Dark/Self,Estimated Special construction ,Odds,Num,Overview,Interactions with USAC 
WILLIS INDEP SCHOOL DISTRICT,12/17/16,TX,School District ,"204 W ROGERS STWILLIS, MONTGOMERY, TX 77378-9239",170055152,"Leased dark fiber, leased lit fiber (1-10G), Self Provisioning ","$50,000.00",Likely,2,Extend WAN to Two Schools-Bid Transport Only-No ISP Service Included  ,12/15 Transport Only-No ISP Service Included  service option and equipment; 12/17-refiled based on advice  
United ISD,11/21/16,TX,School District ,"201 LINDENWOOD DRLAREDO, WEBB, TX 78045-2429",170050188,Leased dark fiber vs. leased lit service vs. self provisioning ,"$2,000,000.00",Likely,42,Fiber runs to create a district WAN for a large 42 school district near Laredo,"11/22- applicant did not bid maintenanace and operations and category1 network equipment separately.  In addition, the vendor information sheet had different selection criteria from the RFP.  Put this in writing to the applicant."
Longview ISD,1/6/17,TX,School District ,"1301 EAST YOUNG STREETLONGVIEW, GREGG, TX 75602",170057429,"Leased Dark Fiber, Leased Lit Fiber (10-25G)","$50,000.00",Likely,1,Hub to a new school connection to add to existing WAN,1/6-Wrote about equipment. 1/8 applicant confirmed no equipment was required.
Laredo Independent School District ,9/30/16,TX,School District ,"2001 CEDAR STREETLAREDO, WEBB, TX 78040",170047727,Leased dark fiber vs. leased lit service,"$750,000.00",Likely ,37,Leased dark fiber in fairly fiber rich area for 37 sites.  Comparing with leased lit service,10/2 - Installment payments and ownership of modulating electronics.
RICARDO INDEPEPENDENT SCHOOL DISTRICT,1/24/17,TX,School District ,"138 WEST COUNTY ROAD 2160KINGSVILLE, KLEBERG, TX 78363-8815",170061415,"Self Provisioning, Transport Only-No ISP Service Included  (1-10G)","$30,000.00",Likely,1,Point to point wireless between 2 facilities ,1/24 confirmed receipt 
Victoria ISD,12/8/16,TX,School District ,"102 PROFIT DR VICTORIA, VICTORIA, TX 77902",170052634,Leased dark fiber vs. leased lit service vs. self provisioning ,"$30,000.00",Likely ,1,Short run to a district hub from 1 school,11/19-Wrote to confirm receipt and share FY 16 lessons; 
Premont Independent School District ,11/4/16,TX,School District ,"439 SW 4TH STREETPREMONT, JIM WELLS, TX 78375",170049277,Leased dark fiber vs. leased lit service vs. self provisioning ,"$50,000.00",Likely,3,Three fiber runs of a total of 1700' to connect two early learning centers and a distance learning center to the district hub ,10/14-wrote a note that leased dark fiber not bid. Will work with applicant to correct.  10/31 refiled with leased dark fiber.  Recommended removal of preference and bid equipment separately.  11/4 REFILED
Carrollton-Farmers Branch School District ,12/8/16,TX,School District ,"1445 N PERRY RD, P.O. BOX 115189CARROLLTON, DALLAS, TX 75006",170052165,Leased dark fiber vs. leased lit fiber; Category1 network equipment ,"$50,000.00",Likely,1,WAN Connection between two facilities ,12/8 did not mention Maintenance and Operations 
WAXAHACHIE INDEP SCHOOL DIST,2/18/17,TX ,School District ,"411 N GIBSON STWAXAHACHIE, ELLIS, TX 75165-3007",170066598,Category1 Network Equipment ,$0.00,Likely,16,16 location WAN ,2/18 confirmed receipt 
Maypearl Independent School District ,1/27/17,TX ,School District ,"400 PANTHER LANE, PO BOX 40MAYPEARL, ELLIS, TX 76064",170061193,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber  (10G), Transport Only-No ISP Service Included  (10G), Category 1 Network Equipment ","$75,000.00",Likely,2,2 location WAN,1/27- confirmed receipt
TROY INDEP SCHOOL DISTRICT,12/15/16,TX ,School District ,"1 TROJAN RDTROY, TX 76579",170054481,Transport Only-No ISP Service Included   ,$0.00,Likely,2,2 locations WAN ,12/15-Bidding for leased dark fiber -- there is existing fiber.  2/1 This was before the guidance.
TROY INDEP SCHOOL DISTRICT,3/27/17,TX ,School District ,"1 TROJAN RDTROY, TX 76579",170075544,Leased Dark Fiber Leased Lit Fiber (1-10G),$0.00,Likely,2,2 locations WAN ,12/15-Bidding for leased dark fiber -- there is existing fiber.  2/1 This was before the guidance. 3/27-Refiled to consider leased dark fiber 
Donna Independent School District ,11/4/16,TX ,School District ,"215 NORTH 11TH. STREETDONNA, HIDALGO, TX 78537-2702",170049241,Leased dark fiber vs. leased lit service vs. self provisioning ,"$1,500,000.00",Likely,22,22 locations WAN ,11/5-Asked about the network equipment; mainteance and operations
EDGEWOOD INDEP SCHOOL DISTRICT,3/7/17,TX ,School District ,"1930 Herbert LaneSAN ANTONIO, BEXAR, TX 78227-2224",170070325,"Leased Dark Fiber, Leased Lit Fiber (10-25G), Transport Only-No ISP Service Included  (10-25G), Category1 Network Equipment, Bundled (DIA) (10-25G), ISP (1-25G)","$1,250,000.00",Likely ,25,25 locations WAN ,2/28-Confirmed receipt 
WACO ISD ,1/28/17,TX ,School District ,"501 FRANKLIN AVE, P O BOX 27WACO, MCLENNAN, TX 76701",170062675,Other- Relocation ,"$500,000.00",unlikely ,29,29 location WAN- need relocation to new data center ,1/28 need to bid as self provisioning 
Colorado ISD ,2/9/17,TX ,School District ,"534 E 11TH STCOLORADO CITY, MITCHELL, TX 79512",170065069,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1-5G), Transport Only-No ISP Service Included  (1-5G); Category 1 network equipment ","$150,000.00",Likely ,3,3 location WAN ,2/8 Wrote about equipment ; 2/9 Refiled with equipment included 
Newton ISD ,2/28/17,TX ,School District ,"720 Rusk StreetNEWTON, NEWTON, TX 75966",170068617,"Self Provisioning, Leased Lit Fiber (10G), Transport Only-No ISP Service Included (10G)","$75,000.00",Likely,3,3 location WAN ,2/28 Confirmed receipt.
Newton ISD ,3/2/17,TX ,School District ,"720 Rusk StreetNEWTON, NEWTON, TX 75966",170069069,Category1 Network Equipment ,$0.00,Likely,3,3 location WAN ,3/2 Confirmed receipt 
Devine ISD,11/3/16,TX ,School District ,"605 W Hondo AVEDEVINE, MEDINA, TX 78016",170049136,Leased Dark Fiber ,"$50,000.00",Unlikely ,3,"3 WAN connections, instructional facility to hub.",11/4-Did not bid a comparative leased lit fiber service for the three conenctions - called applicant representative.
Goose Creek Consolidated Independent School District ,12/17/16,TX ,School District ,"4544 INTERSTATE 10 EABAYTOWN, HARRIS, TX 77521",170055144,"Leased dark fiber, leased lit fiber (10-25G), Category1 Network Equipment ","$750,000.00",Likely,32,32 location WAN with equipment ,12/17 confirmed receipt
HOOKS ISD ,2/20/17,TX ,School District ,"100 EAST 5TH. STREETHOOKS, BOWIE, TX 75561",170066964,"Self Provisioning, Dark Fiber, Lit Fiber Service (10G), Transport Only-No ISP Service Included (10G), Category 1 Network Equipment ","$150,000.00",Unlikely,4,4 building WAN ,2/19 filed for the incorrect options; wrote applicant about transport option. 2/20-Refiled for correct options
Winters ISD ,2/22/17,TX ,School District ,"603 N HEIGHTS STWINTERS, RUNNELS, TX 79567",170066203,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (100 mbps-1G), Transport Only-No ISP Service Included  (100 mbps-1G), Fiber maintenance and operations","$200,000.00",Likely ,4,4 location WAN ,2/22- Confirmed receipt.  Some sites bid are category2.  Wrote the applicant
Pasadena ISD,3/8/17,TX ,School District ," 1515 CHERRYBROOK LNPASADENA, HARRIS, TX 77502",170069914,"Leased Dark Fiber, Leased Lit Fiber (10G)","$120,000.00",Likely,4,4 location WAN ,3/3- RFP did not contain specification for self provisining.  Wrote applicant.  3/8 refiled for LDF and LLF only
BROCK INDEP SCHOOL DISTRICT,12/17/16,TX ,School District ,"410 EAGLE SPIRIT LANEBROCK, PARKER, TX 76087-9636",170054777,"Leased dark fiber, leased lit fiber (1-25G), Self provisioning, Transport Only-No ISP Service Included  (1-25G)","$120,000.00",Likely,4,4 School connections back to a hub - WAN,12/17 - confirmed receipt
TRINITY BASIN PREPARATORY,12/17/16,TX ,School District ,"400 S. Zang, Suite 700DALLAS, DALLAS, TX 75208",170054778,"Leased dark fiber, leased lit fiber (100 mbps-1G), Self provisioning, Transport Only-No ISP Service Included  (100 mbps-1G)","$120,000.00",likely,4,4 School connections back to a hub - WAN,12/17 - confirmed receipt
ROUND ROCK INDEP SCHOOL DIST,2/16/17,TX ,School District ,"1311 ROUND ROCK AVEROUND ROCK, WILLIAMSON, TX 78681-4941",170066403,Category1 Network Equipment ,No special construction but about $1.2 million in equipment ,Likely,54,54 location WAN,12/17 confirmed receipt; 2/16 Refiled due to cardinal change in materials list 
AMARILLO INDEP SCHOOL DISTRICT,3/3/17,TX ,School District ,"7200 I 40 HWY WAMARILLO, POTTER, TX 79106",170069387,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (10-25G), Category1 network equipment; Transport Only-No ISP Service included (10-25G)","$1,800,000.00",Likely,59,59 location WAN ,2/18 have to bid transport in addition to other otpins.  Wrote applicant; 3/3 refiled with correct options.
Round ROCK INDEP SCHOOL DIST,2/3/17,TX ,School District ,"1311 ROUND ROCK AVEROUND ROCK, WILLIAMSON, TX 78681-4941",170064071,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (10-25G), Transport Only-No ISP Service Included  (10-25G)","$1,950,000.00",Likely,65,65 location WAN ,2/2 Confirmed reciept -- appplicant applied last year  and was denied.  Applicant bid equipment on FCC form 470# 170055361 in Funding Year 17 for this network 2/3 refiled to include self provisioning and Transport Only-No ISP Service Included  
Katy Independent School District ,12/13/16,TX ,School District ,"6301 S STADIUM LNKATY, HARRIS, TX 77494",170054201,Leased Dark Fiber vs. Leased Lit Fiber; Category1 network equipment ,"$1,000,000.00",Likely,67,67 school WAN,"12/13- Strand count, network design preference, Equipment on separate FCC Form 470 (170054211)"
Aldine ISD ,12/7/16,TX ,School District ,"2520 W.W. Thorne Dr.HOUSTON, HARRIS, TX 77073",170052914,Leased dark fiber vs. leased lit service vs. self provisioning ,"$4,500,000.00",Likely,78,78 school WAN for a major school district-3 data center locations ,12/7-Statement in RFP is incorrect for excess strands; Equipment bid not present and too propscriptive on design. Wrote applicant.
Brownfield Independent School District ,12/16/16,TX ,School District ,"601 TAHOKA RDBROWNFIELD, TERRY, TX 79316-3631",170049582,Leased dark fiber vs. leased lit fiber (1-10G); Modulating Electronics ,"$160,000.00",Likely,8,8 school district WAN,12/16-leased 12 strands - reminded that E-rate only reimburses strands lit in the first year.
WAXAHACHIE INDEP SCHOOL DIST,12/17/16,TX ,School District ,"411 N GIBSON STWAXAHACHIE, ELLIS, TX 75165-3007",170054787,Category1 Network Equipment ,$0.00,likely,11,Category1 equipment for existing self provisoined network ,12/17 - confirmed receipt
Clifton Independent School Distirct ,2/4/17,TX ,School District ,"1102 Key AvenueCLIFTON, BOSQUE, TX 76634-1033",170063001,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1-25G), Transport Only-No ISP Service Included  (1-25G) ","$75,000.00",Likely,1,Connection to new school ,1/29- posting error did not post for Transport Only-No ISP Service Included  2/4 reposted with correction
COLONIAL BEACH SCHOOL DISTRICt,1/21/17,VA,School District ,"100 1st STCOLONIAL BEACH, WESTMORELAND, VA 22443",170060050,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (100 mbps-1G), Transport Only-No ISP Service Included  (100 mbps-1G) ","$50,000.00",Likely,3,3 locations WAN ,12/21-did not bid equipment ;1/12/17 bid wrong options for what the RFP represents; 1/14 bandwidth too slow 1/21-refile looks good
Arlington Public School Distirct ,12/7/16,VA,School District ,"1426 N QUINCY STARLINGTON, ARLINGTON, VA 22207-3646",170053072,Leased dark fiber vs. leased lit service vs. self provisioning ,"$2,000,000.00",Likely,40,40 Facility WAN,12/7 Reviewed RFP previously -- lacks equipment.
FREDERICKSBURG CITY SCH DIST,2/10/17,VA,School District ,"817 PRINCESS ANNE STFREDERICKSBURG, FREDERICKSBURG CITY, VA",170065350,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (10-25G), Transport Only-No ISP Service Included (10-25 G)","$150,000.00",Likely,7,7 location WAN,2/10 asked about equipment 
Louisa School District ,10/25/16,VA,School District ,"953 DAVIS HIGHWAYMINERAL, LOUISA, VA 23117",170048673,Leased dark fiber vs. leased lit service vs. self provisioning ,"$900,000.00",Unlikely,7,"District WAN with 7 locations in a rural, mountainous area of VA.","10/8- Lots of comments on the RFP. Wrong Terminlogy, stated preference for self provisioning; excess strands for third party commercial use "
RUTLAND CITY SUPER SCH DIST 40,2/26/17,VT,School District ,"6 CHURCH STRUTLAND, RUTLAND, VT 05701-3411",170068270,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Category1 network equipment, Bundled (DIA) (1-10G)","$200,000.00",Likely,10,10 location WAN ,2/26- confirmed receipt; RFP did not contain a strand count for the lease and could be interpreted to receive self provisioning bids 2/27 added strand count refiled
Burlington Supervisory District 15,1/3/17,VT,School District ,"150 COLCHESTER AVEBURLINGTON, CHITTENDEN, VT 05401-1422",170057067,"Leased Dark Fiber, Leased Lit Fiber (1-10G); Category 1 Network Equipment ","$300,000.00",Likely,11,11 location WAN,12/24 wrote about equipment ; 12/30 REFILED with Equipment ; 1/2 Refiled again correctly 
ORANGE NORTH S U 29,3/16/17,VT,School District ,"111b Brush Hill RoadWILLIAMSTOWN, ORANGE, VT 05679-0527",170072779,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Category 1 Network Equipment, Bundled (DIA) (100 mbps-5G) ","$80,000.00",Likely,4,4 locations of an existing WAN,1/15-confirmed receipt; asking for 6 strands on the lease-- reminded applicant that strands needed to be lit in the first year of the leased to receive reimbursement  3/15 Refiled. 3/16 Refiled
Orleans Southwest Supervisory Unit #17,2/11/17,VT ,School District ,"156 Daniels RoadHARDWICK, CALEDONIA, VT 05843",170065609,"Leased Dark Fiber, Leased Lit Fiber (500 mbps-1G), Category 1 network equipment ","$50,000.00",Likely,2,2 location WAN ,2/11 confirmed receipt 
CHAMPLAIN VALLEY SCHOOL DISTRICT,2/24/17,VT ,School District ,"5420 SHELBURNE ROAD, SUITE 300SHELBURNE, CHITTENDEN, VT 05482",170067807,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Category1 Network Equipment, Bundled (DIA) (100-500 mbps)","$50,000.00",Likely,2,2 location WAN ,2/24 wrote about strand count.  Confirmed receipt of rest 
Tumwater School District 33,1/12/17,WA,School District ,"621 LINWOOD AVE SWTUMWATER, THURSTON, WA 98512-6845",170059256,Dark Fiber,"$100,000.00",Likely,11,11 location WAN,"1/12 the applicant bid for leased dark fiber, 1 strand to supplement an existing strand.  Did not file the correct option and could be seen as a duplicate service with 2 bids for one strand each.  Wrote applicant with these questions."
Medical Lake School District 326,2/9/17,WA,School District ,"WEST 116 3RD STREETMEDICAL LAKE, SPOKANE, WA 99022-0128",170065008,"Leased Dark Fiber, Leased Lit Fiber (100 mbps-1G), Maintenance and Operations, Category 1 Network Equipment ","$50,000.00",Likely ,2,2 location WAN ,2/9 confired receipt 
TUKWILA SCHOOL DISTRICT,2/18/17,WA,School District ,"4640 S 144TH STSEATTLE, KING, WA 98168-4134",170066689,"Self Provisioning, Transport Only-No ISP Service Included (10G); Category 1 network equipment","$50,000.00",Likely ,2,2 locations nearby - fiber run from hub to new admin building ,2/16- Asked about equipment ; 2/18 Refiled with Equipment 
ONALASKA SCHOOL DISTRICT 300,2/3/17,WA,School District ,"540 CARLISLE AVEONALASKA, LEWIS, WA 98570-9604",170063915,Category1 Network Equipment ,$0.00,Likely,3,3 location WAN ,2/3 wrote clarifying question about the broadband service the district has currently.
Edmonds School District 15,1/18/17,WA,School District ,"20420 68TH AVE WLYNNWOOD, SNOHOMISH, WA 98036-7405",170060295,"Leased Dark Fiber, Leased Lit Fiber (10-25G), Category1 Network Equipment ","$760,000.00",Likely,38,38 location WAN,1/12 need to dissaggregate the equipment and need to bid lit fiber service option; 1/18 Refiled correctly
FEDERAL WAY SCHOOL DIST 210,1/28/17,WA,School District ,"33330 8TH. AVENUE SOUTHFEDERAL WAY, KING, WA 98003-5433",170062768,"Leased Dark Fiber, Leased Lit Fiber (500 mbps-10G)","$860,000.00",Likely,43,43 locations WAN,"1/28 confirmed receipt, asked about equipment "
Camas School District 117,12/8/16,WA,School District ,"841 NE 22ND AVENUECAMAS, CLARK, WA 98607-1145",170053324,Leased dark fiber vs. leased lit service ,"$400,000.00",Likely,8,8 school district WAN,12/8 preferred routes correction needed
Seattle Public Schools,1/28/17,WA,School District ,"2445 3RD. AVENUE SOUTH, MS 21-350SEATTLE, WA 98134-1923",170062733,"Self Provisioning, Transport Only-No ISP Service Included  (1-10G)","$100,000.00",Unlikely,,Builds to MDF's from existing dark fiber network for several schools ,1/20 bid the wrong options just like last year.  Have given them a path to success if they want to follow it. 1/28 refiled 
MARY WALKER SCHOOL DIST 207,2/3/17,WA,School District ,"500 N 4TH STSPRINGDALE,  WA 99173",170058640,"Category1 Network Equipment, Fiber Maintenance and Operations ",$0.00,Likely,7,Existing equipment maintenance,2/3 asked about how the equipment was obtained
Highland School District 203,9/1/16,WA,School District ,"17000 SUMMITVIEW RDCOWICHE, YAKIMA, WA 98923",170047028,Leased dark fiber vs. leased lit service vs. self provisioning ,"$250,000.00",Likely ,3,Three options for district WAN with 3 locations ,9/13- Refiled based on feedback to correct terminology errors
