,trigram,count,phrase_array,category_arrays,evan_ids
9086,"('line', 'item', '1699144929')",1,line item 1699144929,[],[]
9087,"('line', 'item', '1699110998')",1,line item 1699110998,[],[]
9088,"('line', 'item', '1699110653')",1,line item 1699110653,[],[]
9089,"('line', 'item', '1699107068')",1,line item 1699107068,[],[]
9090,"('line', 'item', '1699095704')",1,line item 1699095704,[],[]
9091,"('line', 'item', '1699044083')",1,line item 1699044083,[],[]
9092,"('line', 'item', '1699025064')",1,line item 1699025064,[],[]
9093,"('line', 'item', '1699024419')",1,line item 1699024419,[],[]
9094,"('line', 'item', '1699005000')",1,line item 1699005000,[],[]
9095,"('license', 'sis', 'license')",1,license sis license,[],[]
9096,"('library', 'nif', 'internet')",1,library nif internet,[],[]
9097,"('messaging', '65', '00')",1,messaging 65 00,[],[]
9098,"('item', 'voice', 'pots')",1,item voice pots,[],[]
9099,"('items', 'modified', 'dark')",1,items modified dark,[],[]
9100,"('items', 'modified', 'centurylink')",1,items modified centurylink,[],[]
9101,"('items', 'modified', '864')",1,items modified 864,[],[]
9102,"('items', 'modified', '7')",1,items modified 7,[],[]
9103,"('items', 'modified', '598')",1,items modified 598,[],[]
9104,"('items', 'long', 'distance')",1,items long distance,[],[]
9105,"('items', 'frn', 'modified')",1,items frn modified,[],[]
9106,"('items', 'frn', 'dollars')",1,items frn dollars,['Missing documentation needed to determine eligible service'],[164]
9107,"('items', 'documentation', 'show')",1,items documentation show,[],[]
9108,"('items', 'could', 'additional')",1,items could additional,[],[]
9109,"('item', 'voice', 'voip')",1,item voice voip,[],[]
9110,"('item', 'voice', 'long')",1,item voice long,[],[]
9111,"('leyisroel', 'lubavitch', '17003098')",1,leyisroel lubavitch 17003098,['Applicant ineligible'],[163]
9112,"('item', 'voice', 'cellular')",1,item voice cellular,[],[]
9113,"('item', 'verification', 'entity')",1,item verification entity,[],[]
9114,"('item', 'validation', 'requested')",1,item validation requested,[],[]
9115,"('item', 'validation', 'entities')",1,item validation entities,[],[]
9116,"('item', 'third', 'party')",1,item third party,[],[]
9117,"('item', 'supporting', 'vendor')",1,item supporting vendor,[],[]
9118,"('item', 'services', 'requested')",1,item services requested,[],[]
9119,"('item', 'service', 'type')",1,item service type,[],[]
9120,"('item', 'service', 'mismatch')",1,item service mismatch,[],[]
9121,"('item', 'pots', 'violated')",1,item pots violated,[],[]
9122,"('item', 'parent', 'child')",1,item parent child,[],[]
9123,"('items', 'modified', 'remove')",1,items modified remove,[],[]
9124,"('items', 'monthly', 'recurring')",1,items monthly recurring,['Missing documentation needed to determine eligible service'],[149]
9125,"('items', 'requested', 'monthly')",1,items requested monthly,[],[]
9126,"('items', 'text', 'data')",1,items text data,[],[]
9127,"('lee', 'virtual', 'instruction')",1,lee virtual instruction,[],[]
9128,"('lease', 'payment', 'associated')",1,lease payment associated,[],[]
9129,"('lease', 'option', 'solution')",1,lease option solution,[],[]
9130,"('lease', 'option', 'based')",1,lease option based,[],[]
9131,"('learning', 'video', 'conferencing')",1,learning video conferencing,[],[]
9132,"('learning', 'center', 'student')",1,learning center student,[],[]
9133,"('learning', 'center', 'ineligible')",1,learning center ineligible,[],[]
9134,"('learning', 'center', 'entity')",1,learning center entity,[],[]
9135,"('ld', 'voice', 'service')",1,ld voice service,[],[]
9136,"('ld', 'telephone', 'service')",1,ld telephone service,[],[]
9137,"('ld', 'telephone', 'lines')",1,ld telephone lines,[],[]
9138,"('ld', 'service', 'verizon')",1,ld service verizon,[],[]
9139,"('lawrence', 'township', 'failed')",1,lawrence township failed,[],[]
9140,"('law', 'item', '21')",1,law item 21,[],[]
9141,"('late', 'payment', 'collection')",1,late payment collection,[],[]
9142,"('late', 'payment', '25')",1,late payment 25,[],[]
9143,"('labor', '2', '949')",1,labor 2 949,['Competitive Bidding Violation'],[29]
9144,"('la', 'cordillera', 'centro')",1,la cordillera centro,[],[]
9145,"('k9', 'vic2', '4fxo')",1,k9 vic2 4fxo,[],[]
9146,"('k', '17004779', 'ineligible')",1,k 17004779 ineligible,[],[]
9147,"('june', '10', '2016')",1,june 10 2016,['No signed contract in place'],[80]
9148,"('jetpacks', 'per', 'fcc')",1,jetpacks per fcc,[],[]
9149,"('jersey', 'inc', 'verizon')",1,jersey inc verizon,[],[]
9150,"('line', 'quantity', '1')",1,line quantity 1,[],[]
9151,"('line', 'requirement', 'rfp')",1,line requirement rfp,[],[]
9152,"('line', 'six', 'lines')",1,line six lines,[],[]
9153,"('mail', 'caller', 'id')",1,mail caller id,[],[]
9154,"('maintenance', 'operations', 'substantially')",1,maintenance operations substantially,[],[]
9155,"('maintenance', 'operations', 'split')",1,maintenance operations split,[],[]
9156,"('maintenance', 'operations', 'services')",1,maintenance operations services,[],[]
9157,"('maintenance', 'operations', 'requested')",1,maintenance operations requested,[],[]
9158,"('maintenance', 'operations', 'based')",1,maintenance operations based,[],[]
9159,"('maintenance', 'operations', '1699144112')",1,maintenance operations 1699144112,[],[]
9160,"('maintenance', 'operation', 'requested')",1,maintenance operation requested,[],[]
9161,"('maintenance', 'operation', 'fiber')",1,maintenance operation fiber,[],[]
9162,"('maintenance', 'caller', 'id')",1,maintenance caller id,[],[]
9163,"('main', 'location', '7599')",1,main location 7599,[],[]
9164,"('mail', 'tree', '50')",1,mail tree 50,[],[]
9165,"('made', 'indicating', '“long')",1,made indicating “long,[],[]
9166,"('line', 'work', 'concurrently')",1,line work concurrently,[],[]
9167,"('made', 'clear', 'prospective')",1,made clear prospective,[],[]
9168,"('made', 'available', 'additional')",1,made available additional,[],[]
9169,"('lubavitch', '17003098', 'meet')",1,lubavitch 17003098 meet,['Applicant ineligible'],[163]
9170,"('lte', 'w', 'vvm')",1,lte w vvm,[],[]
9171,"('lte', 'ipads', 'ineligible')",1,lte ipads ineligible,[],[]
9172,"('lte', '14', '70')",1,lte 14 70,[],[]
9173,"('loyal', 'advantage', 'agreement')",1,loyal advantage agreement,[],[]
9174,"('low', 'cost', 'high')",1,low cost high,[],[]
9175,"('lot', '17009989', 'international')",1,lot 17009989 international,[],[]
9176,"('longer', 'requirement', 'submit')",1,longer requirement submit,[],[]
9177,"('longer', 'require', 'service')",1,longer require service,[],[]
9178,"('maintenance', 'technical', 'support')",1,maintenance technical support,[],[]
9179,"('major', 'account', '27')",1,major account 27,[],[]
9180,"('managed', 'internal', 'broadband')",1,managed internal broadband,[],[]
9181,"('management', 'license', 'sis')",1,management license sis,[],[]
9182,"('messaging', '5', 'lines')",1,messaging 5 lines,[],[]
9183,"('messaging', '400', '6')",1,messaging 400 6,[],[]
9184,"('messaging', '227', '90')",1,messaging 227 90,[],[]
9185,"('messaging', '200', 'per')",1,messaging 200 per,[],[]
9186,"('messaging', '0', '75')",1,messaging 0 75,[],[]
9187,"('messaging', '0', '04')",1,messaging 0 04,[],[]
9188,"('message', 'allowance', '1000')",1,message allowance 1000,[],[]
9189,"('member', 'entity', 'mr3')",1,member entity mr3,[],[]
9190,"('member', 'entity', 'mr1')",1,member entity mr1,[],[]
9191,"('member', 'entity', 'entities')",1,member entity entities,[],[]
9192,"('meetpoint', 'amount', '4')",1,meetpoint amount 4,[],[]
9193,"('meetpoint', 'amount', '3')",1,meetpoint amount 3,['Competitive Bidding Violation - price not primary factor'],[64]
9194,"('meet', 'following', 'requirement')",1,meet following requirement,[],[]
9195,"('medium', 'plan', '3gb')",1,medium plan 3gb,[],[]
9196,"('means', 'providing', 'internet')",1,means providing internet,[],[]
9197,"('meadows', 'school', 'failed')",1,meadows school failed,[],[]
9198,"('mci', 'communications', 'corp')",1,mci communications corp,[],[]
9199,"('mb', 'america', 'choice')",1,mb america choice,[],[]
9200,"('matches', 'contact', 'information')",1,matches contact information,['Competitive Bidding Violation - specified vendor in 470'],[103]
9201,"('match', 'vendor', 'doc')",1,match vendor doc,[],[]
9202,"('match', 'specifications', 'outlined')",1,match specifications outlined,[],[]
9203,"('manufactures', 'warranty', 'fiber')",1,manufactures warranty fiber,[],[]
9204,"('manufacturer’s', 'brand', 'name')",1,manufacturer’s brand name,[],[]
9205,"('longer', 'covered', 'erate')",1,longer covered erate,[],[]
9206,"('long', 'distance', 'vendor')",1,long distance vendor,[],[]
9207,"('long', 'distance', 'pri')",1,long distance pri,[],[]
9208,"('listed', 'frn', '1699137812')",1,listed frn 1699137812,[],[]
9209,"('listed', 'frn', '1699112659')",1,listed frn 1699112659,[],[]
9210,"('listed', 'frn', '1699099809')",1,listed frn 1699099809,[],[]
9211,"('listed', 'frn', '1699099035')",1,listed frn 1699099035,[],[]
9212,"('listed', 'frn', '1699074023')",1,listed frn 1699074023,[],[]
9213,"('listed', 'frn', '1699051978')",1,listed frn 1699051978,['Competitive Bidding Violation - price not primary factor'],[95]
9214,"('listed', 'frn', '1699024259')",1,listed frn 1699024259,[],[]
9215,"('listed', 'data', 'transmission')",1,listed data transmission,[],[]
9216,"('listed', 'dat', 'transmission')",1,listed dat transmission,[],[]
9217,"('list', 'schools', 'receiving')",1,list schools receiving,[],[]
9218,"('list', 'recipients', 'service')",1,list recipients service,[],[]
9219,"('lines', 'one', 'time')",1,lines one time,[],[]
9220,"('lines', 'mr2', 'frn')",1,lines mr2 frn,[],[]
9221,"('lines', 'modified', '1')",1,lines modified 1,[],[]
9222,"('lines', 'messaging', 'custom')",1,lines messaging custom,[],[]
9223,"('lines', 'frn', 'modified')",1,lines frn modified,[],[]
9224,"('lines', 'cellular', 'voice')",1,lines cellular voice,[],[]
9225,"('lines', 'amp', 'amp')",1,lines amp amp,[],[]
9226,"('lines', '6', 'lines')",1,lines 6 lines,[],[]
9227,"('lines', '5', 'lines')",1,lines 5 lines,[],[]
9228,"('lines', '411', '84')",1,lines 411 84,['Missing documentation needed to determine eligible service'],[183]
9229,"('lines', '16', '84')",1,lines 16 84,[],[]
9230,"('lines', '14', '44')",1,lines 14 44,[],[]
9231,"('line', '”', 'addition')",1,line ” addition,[],[]
9232,"('listed', 'frn', '1699129345')",1,listed frn 1699129345,[],[]
9233,"('listed', 'frn', '1799097114')",1,listed frn 1799097114,[],[]
9234,"('long', 'distance', 'frn')",1,long distance frn,[],[]
9235,"('listed', 'service', 'caller')",1,listed service caller,[],[]
9236,"('locations', 'recipients', 'service')",1,locations recipients service,[],[]
9237,"('locations', '16060612', 'cost')",1,locations 16060612 cost,[],[]
9238,"('location', 'ben', '7599')",1,location ben 7599,[],[]
9239,"('located', 'site', 'excessive')",1,located site excessive,[],[]
9240,"('local', 'voice', 'services')",1,local voice services,[],[]
9241,"('local', 'ld', 'voice')",1,local ld voice,[],[]
9242,"('local', 'ld', 'service')",1,local ld service,[],[]
9243,"('load', 'balancing', 'internet')",1,load balancing internet,[],[]
9244,"('llc', 'spin', 'number')",1,llc spin number,[],[]
9245,"('llc', 'spin', '143035853')",1,llc spin 143035853,[],[]
9246,"('llc', 'product', 'service')",1,llc product service,['Voice - no discount remaining'],[60]
9247,"('llc', 'charter', 'advanced')",1,llc charter advanced,[],[]
9248,"('llc', 'based', 'vendor')",1,llc based vendor,[],[]
9249,"('llc', 'agree', 'applicant')",1,llc agree applicant,[],[]
9250,"('lit', 'fiber', 'services')",1,lit fiber services,[],[]
9251,"('lit', 'fiber', 'occurred')",1,lit fiber occurred,['Competitive Bidding Violation'],[87]
9252,"('lit', 'fiber', 'listed')",1,lit fiber listed,[],[]
9253,"('lit', 'date', 'requested')",1,lit date requested,[],[]
9254,"('listing', 'standard', 'user')",1,listing standard user,[],[]
9255,"('listing', 'ineligible', 'service')",1,listing ineligible service,[],[]
9256,"('listing', '91', '00')",1,listing 91 00,[],[]
9257,"('listing', '100', '00')",1,listing 100 00,['Competitive Bidding Violation'],[29]
9258,"('listed', 'vendor', '504')",1,listed vendor 504,[],[]
9259,"('frn', '1699145581', 'total')",1,frn 1699145581 total,[],[]
9260,"('frn', '1699145577', 'total')",1,frn 1699145577 total,[],[]
9261,"('frn', '1699145576', 'total')",1,frn 1699145576 total,[],[]
9262,"('data', 'text', '5')",1,data text 5,[],[]
9263,"('date', '6', '20')",1,date 6 20,[],[]
9264,"('date', '4', '1')",1,date 4 1,[],[]
9265,"('date', '2', '15')",1,date 2 15,[],[]
9266,"('datapro', 'ineligible', 'product')",1,datapro ineligible product,[],[]
9267,"('datapro', '4gb', 'blackberry')",1,datapro 4gb blackberry,[],[]
9268,"('dataconnect', 'mobile', 'hotspot')",1,dataconnect mobile hotspot,[],[]
9269,"('data', 'usage', '313')",1,data usage 313,[],[]
9270,"('data', 'transmission', 'verizon')",1,data transmission verizon,[],[]
9271,"('data', 'transmission', 'microwave')",1,data transmission microwave,[],[]
9272,"('data', 'text', 'ineligible')",1,data text ineligible,[],[]
9273,"('data', 'text', 'amp')",1,data text amp,[],[]
9274,"('data', 'services', 'justified')",1,data services justified,[],[]
9275,"('data', 'messaging', 'portion')",1,data messaging portion,[],[]
9276,"('data', 'service', 'justified')",1,data service justified,[],[]
9277,"('data', 'service', '2g')",1,data service 2g,[],[]
9278,"('data', 'service', '1')",1,data service 1,[],[]
9279,"('data', 'plans', 'portal')",1,data plans portal,[],[]
9280,"('data', 'plans', 'per')",1,data plans per,[],[]
9281,"('data', 'plans', 'data')",1,data plans data,[],[]
9282,"('data', 'plans', '1')",1,data plans 1,[],[]
9283,"('data', 'planc', 'ineligible')",1,data planc ineligible,[],[]
9284,"('data', 'plan', 'portable')",1,data plan portable,[],[]
9285,"('data', 'plan', 'lte')",1,data plan lte,[],[]
9286,"('data', 'plan', '10')",1,data plan 10,[],[]
9287,"('date', '9', '2')",1,date 9 2,[],[]
9288,"('date', 'changed', '2')",1,date changed 2,[],[]
9289,"('date', 'changed', '3')",1,date changed 3,[],[]
9290,"('date', 'frn', '1799044780')",1,date frn 1799044780,[],[]
9291,"('denied', 'applicant', 'select')",1,denied applicant select,[],[]
9292,"('denied', 'additionally', 'failed')",1,denied additionally failed,['Competitive Bidding Violation - price not primary factor'],[172]
9293,"('demonstrating', 'vendor', 'evaluation')",1,demonstrating vendor evaluation,[],[]
9294,"('demonstrating', 'process', 'usac')",1,demonstrating process usac,[],[]
9295,"('demonstrates', 'rfp', 'addendum')",1,demonstrates rfp addendum,[],[]
9296,"('demonstrated', 'met', 'requirements')",1,demonstrated met requirements,[],[]
9297,"('demonstrate', 'vendor', 'selected')",1,demonstrate vendor selected,[],[]
9298,"('demonstrate', 'selected', 'dark')",1,demonstrate selected dark,[],[]
9299,"('demonstrate', 'requested', 'dark')",1,demonstrate requested dark,[],[]
9300,"('demonstrate', 'meet', 'following')",1,demonstrate meet following,[],[]
9301,"('demonstrate', 'considered', 'potential')",1,demonstrate considered potential,[],[]
9302,"('demonstrate', '1', 'year')",1,demonstrate 1 year,[],[]
9303,"('deluxe', 'press', 'box')",1,deluxe press box,[],[]
9304,"('definitive', 'response', 'special')",1,definitive response special,[],[]
9305,"('deduction', 'subsidized', 'smartphone')",1,deduction subsidized smartphone,[],[]
9306,"('de', 'guayanilla', 'entity')",1,de guayanilla entity,[],[]
9307,"('dated', '9', '2')",1,dated 9 2,[],[]
9308,"('dated', '6', '20')",1,dated 6 20,[],[]
9309,"('dated', '04', '01')",1,dated 04 01,[],[]
9310,"('date', 'services', 'ineligible')",1,date services ineligible,[],[]
9311,"('date', 'requested', 'fiber')",1,date requested fiber,[],[]
9312,"('date', 'listed', 'fcc')",1,date listed fcc,[],[]
9313,"('date', 'frn', 'line')",1,date frn line,[],[]
9314,"('data', 'package', '75')",1,data package 75,[],[]
9315,"('data', 'internet', 'therefore')",1,data internet therefore,[],[]
9316,"('costly', 'competing', 'bid')",1,costly competing bid,['Competitive Bidding Violation - price not primary factor'],[64]
9317,"('counts', 'ben', '16081004')",1,counts ben 16081004,['Missing documentation needed to determine eligible service'],[164]
9318,"('criteria', 'worth', 'total')",1,criteria worth total,['Competitive Bidding Violation - price not primary factor'],[172]
9319,"('criteria', 'met', 'total')",1,criteria met total,[],[]
9320,"('criteria', 'combined', 'worth')",1,criteria combined worth,['Competitive Bidding Violation - price not primary factor'],[174]
9321,"('created', 'fcc', 'form')",1,created fcc form,[],[]
9322,"('created', 'contract', 'award')",1,created contract award,[],[]
9323,"('cox', 'oklahoma', 'telcom')",1,cox oklahoma telcom,['Voice - no discount remaining'],[60]
9324,"('covering', 'time', 'period')",1,covering time period,['No signed contract in place'],[80]
9325,"('covered', 'erate', 'funding')",1,covered erate funding,[],[]
9326,"('course', 'review', 'process')",1,course review process,[],[]
9327,"('county', 'clackamas', 'spin')",1,county clackamas spin,[],[]
9328,"('counts', 'ben', '81305')",1,counts ben 81305,[],[]
9329,"('counts', 'ben', '160095')",1,counts ben 160095,[],[]
9330,"('data', 'ineligible', 'service')",1,data ineligible service,[],[]
9331,"('counts', 'associated', 'closed')",1,counts associated closed,[],[]
9332,"('count', 'voice', 'frn')",1,count voice frn,[],[]
9333,"('count', 'one', '15')",1,count one 15,[],[]
9334,"('count', 'modified', 'one')",1,count modified one,[],[]
9335,"('count', 'frn', 'modified')",1,count frn modified,[],[]
